Customer ID;Customer Name
VW-21775;Victoria Wilson
WB-21850;William Brown
WB-72165;William Baker
WH-28275;William Herrera
WP-45980;Whitney Peters
XP-21865;Xylona Preis
YC-21895;Yoseph Carroll
YS-21880;Yana Sorensen
ZC-21910;Zuschuss Carroll
ZD-21925;Zuschuss Donatelli
ZF-74820;Zachary Ferrell
ZH-35470;Zachary Hicks
